,accuracy,loss
0,0.5976161616161616,0.6321064724500733
1,0.7054558080808081,0.5428787282356108
2,0.7257474747474747,0.5188544278734862
3,0.7361281565656566,0.5052699512351643
4,0.742905303030303,0.49600258332430713
5,0.7483068181818182,0.488971187235129
6,0.7525643939393939,0.4832611127887109
7,0.7556420454545455,0.4788629665302508
8,0.7585808080808081,0.4749741737144162
9,0.7611811868686869,0.4717740358186491
10,0.7631729797979798,0.46880569500272923
11,0.7645662878787879,0.4662780211104287
12,0.7661231060606061,0.46393193542957306
13,0.768,0.4615117109953755
14,0.7698800505050505,0.4591275080912041
