,accuracy,loss
0,0.733261994949495,0.5025323900923584
1,0.8005006313131313,0.41506691228259696
2,0.8167910353535354,0.3885979854596986
3,0.8260845959595959,0.3729948662573641
4,0.8327859848484849,0.3613025212564854
5,0.8381306818181818,0.3517571858667364
6,0.8431609848484849,0.3432019854031428
7,0.8467455808080808,0.3358387094230363
8,0.8508352272727273,0.3285879329804218
9,0.8541748737373738,0.3219042846906667
10,0.8575094696969697,0.31547201690017573
11,0.8606685606060606,0.30914462378681307
12,0.8637563131313132,0.30333480679447
13,0.8667361111111112,0.2971983620608696
14,0.8692878787878788,0.29198422918355826
15,0.8719191919191919,0.286024375867663
16,0.8748434343434344,0.280950037249712
17,0.8772493686868686,0.27600343408939815
