,accuracy,loss
0,0.755417297979798,0.4740003727861125
1,0.813126893939394,0.39438891552554234
2,0.8264791666666667,0.372030619568897
3,0.8348970959595959,0.3579306517098889
4,0.8410246212121212,0.347549208980016
5,0.8453087121212122,0.3392432496601885
6,0.8486994949494949,0.3324960226181782
7,0.8525978535353536,0.3258650718517978
8,0.8559848484848485,0.3197804740778726
9,0.8590265151515152,0.31408454404665964
10,0.8613377525252526,0.3093627517431071
11,0.8629141414141415,0.3056028318411172
12,0.8661546717171718,0.29978905465958094
13,0.868540404040404,0.29445526131475813
14,0.8707152777777778,0.29034279694611376
15,0.8686186868686868,0.2945705360887629
16,0.8643049242424242,0.30250858604697267
17,0.869157196969697,0.29259397665358555
