,accuracy,loss
0,0.6136616161616162,0.6223612776103646
1,0.6843276515151515,0.5675582273993829
2,0.6958074494949495,0.5560234253009161
3,0.701133207070707,0.5493909049612103
4,0.7036508838383838,0.5459926191231217
5,0.7066079545454546,0.5432514543990896
6,0.7085713383838383,0.540750852388565
7,0.7095915404040404,0.5387686560479077
8,0.7115018939393939,0.5371309515045146
9,0.7127708333333334,0.535561499676319
10,0.7142468434343434,0.5340764626577647
11,0.7146338383838384,0.5331083424669324
12,0.7155479797979798,0.5319909535622356
13,0.7166205808080808,0.5311637856803759
14,0.7170959595959596,0.5300564820983193
