,accuracy,loss
0,0.741721590909091,0.4909304627667774
1,0.8049924242424242,0.4082616063603247
2,0.8199753787878787,0.3833916059714375
3,0.8292020202020202,0.36771853370497926
4,0.8361950757575758,0.355233341530718
5,0.8421010101010101,0.3450313247887775
6,0.8469886363636364,0.33628923354486023
7,0.8510700757575758,0.32828434424629116
8,0.8555517676767677,0.31984222925853245
9,0.8591849747474748,0.3125024387553485
10,0.8629911616161616,0.30527303479295786
11,0.8663642676767677,0.29870099633751496
12,0.8702209595959596,0.2916292053166062
13,0.8733522727272728,0.2847127460683837
14,0.8768497474747474,0.27753374823596744
15,0.8801603535353535,0.27143657639231344
16,0.8834147727272728,0.264634360496745
17,0.8866199494949495,0.25824231138524384
