,accuracy,loss
0,0.6047260101010101,0.6269661774731645
1,0.6992929292929293,0.5511805560697208
2,0.7114444444444444,0.5364769937341863
3,0.7181635101010101,0.527695408902987
4,0.7232455808080808,0.5215560107604422
5,0.7275909090909091,0.5169651268178767
6,0.7299810606060606,0.5133237269334119
7,0.7320271464646465,0.5106591772045752
8,0.7339627525252526,0.5078618833332351
9,0.7359526515151515,0.5054429711500804
10,0.737364898989899,0.5035719635510686
11,0.7390965909090909,0.5014850586761128
12,0.7401073232323232,0.4997252810350572
13,0.7412765151515152,0.4984242531326082
14,0.7426742424242424,0.49666558065197686
